Map Type,Zone ID,Zone Name,Has Data,Indicators
EEZ,616,"Poland",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,620,"Portugal",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,621,"Madeira Isl. (Portugal)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,622,"Azores Isl. (Portugal)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,624,"Guinea-Bissau",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,626,"Timor Leste",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,630,"Puerto Rico (USA)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,634,"Qatar",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,638,"R̩union (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,642,"Romania",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,645,"Russia (Barents Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,647,"Russia (Black Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,648,"Russia (Baltic Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,649,"Russia (Far East)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,654,"Saint Helena (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,659,"Saint Kitts & Nevis",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,660,"Anguilla (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,662,"Saint Lucia",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,666,"Saint Pierre & Miquelon (France)",False,""
EEZ,670,"Saint Vincent & the Grenadines",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,678,"Sao Tome & Principe",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,683,"Saudi Arabia (Red Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,684,"Saudi Arabia (Persian Gulf)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,686,"Senegal",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,690,"Seychelles",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,694,"Sierra Leone",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,702,"Singapore",False,""
EEZ,704,"Vietnam",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,705,"Slovenia",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,706,"Somalia",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,711,"South Africa (Prince Edward Islands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,723,"Canary Isl. (Spain)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,736,"Sudan",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,740,"Suriname",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,744,"Svalbard Isl. (Norway)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,760,"Syria",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,768,"Togo",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,772,"Tokelau (New Zealand)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,776,"Tonga",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,780,"Trinidad & Tobago",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,784,"United Arab Emirates",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,788,"Tunisia",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,793,"Turkey (Mediterranean Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,794,"Turkey (Black Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,796,"Turks & Caicos Isl. (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,798,"Tuvalu",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,804,"Ukraine",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,826,"United Kingdom",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,830,"Channel Isl. (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,834,"Tanzania",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,842,"Hawaii Main Islands (USA)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,844,"Palmyra Atoll & Kingman Reef (USA)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,845,"Jarvis Isl. (USA)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,846,"Howland & Baker Isl. (USA)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,848,"USA (West Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,850,"US Virgin Islands",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,851,"USA (East Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,852,"USA (Gulf of Mexico)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,855,"Ascension Isl. (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,856,"Tristan da Cunha Isl. (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,858,"Uruguay",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,862,"Venezuela",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,872,"Wake Isl. (USA)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,876,"Wallis & Futuna Isl. (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,882,"Samoa",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,891,"Montenegro",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,895,"St Paul & Amsterdam Isl. (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,896,"Crozet Isl. (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,897,"Kerguelen Isl. (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,898,"Clipperton Isl.  (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,899,"Corsica (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,900,"Crete (Greece)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,901,"Sicily (Italy)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,902,"Sardinia (Italy)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,903,"Balearic Island (Spain)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,904,"St Barthelemy (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,905,"Saint Martin (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,906,"Cura̤ao (Netherlands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,907,"Bonaire (Netherlands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,908,"Saba & Sint Eustaius (Netherlands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,909,"Sint Maarten (Netherlands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,910,"South Orkney Islands (UK)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,911,"Oman (Musandam)",False,""
EEZ,912,"Russia (Kara Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,913,"Russia (Laptev to Chukchi Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,914,"Sweden (Baltic)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,915,"Sweden (West Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,916,"Yemen (Red Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,917,"Yemen (Arabian Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,918,"France (Mediterranean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,919,"France (Atlantic Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,920,"Honduras (Pacific)",False,""
EEZ,921,"Honduras (Caribbean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,922,"Iran (Persian Gulf)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,923,"Iran (Sea of Oman)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,924,"Canada (Arctic)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,925,"Canada (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,926,"Canada (East Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,927,"Colombia (Caribbean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,928,"Colombia (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,929,"Costa Rica (Caribbean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,930,"Costa Rica (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,931,"Denmark (Baltic Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,932,"Denmark (North Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,933,"Egypt (Mediterranean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,934,"Egypt (Red Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,935,"Guatemala (Caribbean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,936,"Guatemala (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,937,"Indonesia (Central)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,938,"Indonesia (Indian Ocean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,939,"Israel (Mediterranean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,940,"Israel (Red Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,941,"Kiribati (Gilbert Islands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,942,"Kiribati (Line Islands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,943,"Kiribati (Phoenix Islands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,944,"Mexico (Atlantic)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,945,"Mexico (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,946,"Morocco (Central)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,947,"Morocco (Mediterranean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,948,"Morocco (South)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,949,"Nicaragua (Caribbean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,950,"Nicaragua (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,951,"Panama (Caribbean)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,952,"Panama (Pacific)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,953,"South Africa (Atlantic Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,954,"South Africa (Indian Ocean Coast)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,956,"Thailand (Andaman Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,957,"Thailand (Gulf of Thailand)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,958,"USA (Alaska, Arctic)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,959,"USA (Alaska, Subarctic)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,962,"Spain (Mediterranean and Gulf of Cadiz)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,963,"Spain (Northwest)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,966,"Turkey (Marmara Sea)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,967,"Aruba (Netherlands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,968,"United Arab Emirates (Fujairah)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,969,"Brazil (Fernando de Noronha)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,970,"Brazil (St Paul and St. Peter Archipelago)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,971,"Japan (Ogasawara Islands)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
EEZ,972,"Glorieuse Islands (France)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,1,"Trades - Eastern Tropical Atlantic Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,2,"Polar - Austral Polar Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,3,"Polar - Antarctic Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,4,"Westerlies - Subantarctic Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,5,"Westerlies - S. Subtropical Convergence Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,6,"Trades - Western Tropical Atlantic Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,7,"Coastal - New Zealand Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,8,"Coastal - East Australian Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,9,"Coastal - Sunda-Arafura Shelves Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,10,"Trades - N. Atlantic Tropical Gyral Province (TRPG)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,11,"Coastal - China Sea Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,12,"Coastal - Chile-Peru Current Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,13,"Coastal - Central American Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,14,"Coastal - California Upwelling Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,15,"Coastal - Alaska Downwelling Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,16,"Trades - Archipelagic Deep Basins Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,17,"Trades - W. Pacific Warm Pool Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,18,"Trades - Pacific Equatorial Divergence Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,19,"Trades - N. Pacific Equatorial Countercurrent Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,20,"Trades - N. Pacific Tropical Gyre Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,21,"Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,22,"Westerlies - S. Pacific Subtropical Gyre Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,23,"Westerlies - Tasman Sea Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,25,"Westerlies - N. Pacific Subtropical Gyre Province (West)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,27,"Westerlies - N. Pacific Polar Front Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,28,"Westerlies - Kuroshio Current Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,29,"Westerlies - Pacific Subarctic Gyres Province (West)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,30,"Westerlies - Pacific Subarctic Gyres Province (East)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,31,"Polar - N. Pacific Epicontinental Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,32,"Westerlies - Gulf Stream Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,33,"Westerlies - N. Atlantic Drift Province (WWDR)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,34,"Coastal - Australia-Indonesia Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,35,"Coastal - W. India Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,36,"Coastal - E. India Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,37,"Coastal - NW Arabian Upwelling Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,38,"Coastal - Red Sea, Persian Gulf Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,39,"Coastal - E. Africa Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,40,"Trades - Indian S. Subtropical Gyre Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,41,"Trades - Indian Monsoon Gyres Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,42,"Polar - Atlantic Subarctic Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,43,"Coastal - Benguela Current Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,44,"Coastal - SW Atlantic Shelves Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,45,"Coastal - Brazil Current Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,46,"Polar - Atlantic Arctic Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,47,"Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,48,"Trades - Caribbean Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,49,"Westerlies - Mediterranean Sea, Black Sea Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,50,"Coastal - NW Atlantic Shelves Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,51,"Coastal - Guianas Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,52,"Coastal - Guinea Current Coastal Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,53,"Coastal - Canary Coastal Province (EACB)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,54,"Coastal - NE Atlantic Shelves Province",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,55,"Trades - South Atlantic Gyral Province (SATG)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
BGCP,56,"Polar - Boreal Polar Province (POLR)",True,"MCP;MSIS;NPP;OXY;PH;SBOT;SPP;SST"
